rating,review,location,cleaned_text,char_len,word_len,sentiment_label,sentiment_score,rating_num
1.0,"For heavens sake, don't take anyone to the emergency room.  I took my wife there after she fell, hurting her hip and back. We never saw a doctor, only a PA.  She was snotty and treated my wife like she was an addict trying to get drugs.  I couldn't believe it. My wife had such pain in her back and legs she couldn't urinate. The PA shouldn't be allowed to deal with patients and her supervisory doctor needs to receive a letter in his file for not doing his job.  This place really is bad!",Houston Methodist West Hospital,for heavens sake don t take anyone to the emergency room i took my wife there after she fell hurting her hip and back we never saw a doctor only a pa she was snotty and treated my wife like she was an addict trying to get drugs i couldn t believe it my wife had such pain in her back and legs she couldn t urinate the pa shouldn t be allowed to deal with patients and her supervisory doctor needs to receive a letter in his file for not doing his job this place really is bad,490,99,NEGATIVE,0.13999999999999996,1.0
1.0,"please look for another hospital especially the icu. There will be one physician in charge of that place who rarely talks with the family , or asks the family of their opinions. Patient's choice is non existent in this hospital.",Houston Methodist West Hospital,please look for another hospital especially the icu there will be one physician in charge of that place who rarely talks with the family or asks the family of their opinions patient s choice is non existent in this hospital,228,40,POSITIVE,0.15,1.0
1.0,"Find another hospital. This was my second surgery there and the first time was an outpatient procedure which I did not have any problems. If staying overnight the nursing staff is horrible. They do not keep track of the doctors orders much less follow them. They do not manage your pain and seem to care less if you are in pain. One went to lunch and failed to notify the other nurses that it was time for my pain medication so I ended up in excruciating pain until she got back from stuffi,ng her face full of food. Which was almost two hours after I was supposed to have had them. No apologies from her. Then I found out that I was supposed to be getting my pain meds every four hours instead of six like they were annotated in my chart. The day the doctor released me the cleaning ladies came in to clean and told us that since we had been released by the doctor we could wait outside of the room until the nurses gave me my release documents.  We ended up waiting for 30 minutes or so until we decided to go up to the nurses desk and ask what was taking so long. Then finally they said that they had not even started working on my release paperwork. That took about ten minutes. After that they had my husband wheel me out to the car instead of one of the staff doing it. I was very, very disasatisfied with the entire expperience. Choose another hospital and do your research before getting admitted to an experience you will suffer through. If you happen to get a male nurse named Richard he is one of the best and most caring nurses I have ever come across in any hospital.",Houston Methodist West Hospital,find another hospital this was my second surgery there and the first time was an outpatient procedure which i did not have any problems if staying overnight the nursing staff is horrible they do not keep track of the doctors orders much less follow them they do not manage your pain and seem to care less if you are in pain one went to lunch and failed to notify the other nurses that it was time for my pain medication so i ended up in excruciating pain until she got back from stuffi ng her face full of food which was almost two hours after i was supposed to have had them no apologies from her then i found out that i was supposed to be getting my pain meds every four hours instead of six like they were annotated in my chart the day the doctor released me the cleaning ladies came in to clean and told us that since we had been released by the doctor we could wait outside of the room until the nurses gave me my release documents we ended up waiting for minutes or so until we decided to go up to the nurses desk and ask what was taking so long then finally they said that they had not even started working on my release paperwork that took about ten minutes after that they had my husband wheel me out to the car instead of one of the staff doing it i was very very disasatisfied with the entire expperience choose another hospital and do your research before getting admitted to an experience you will suffer through if you happen to get a male nurse named richard he is one of the best and most caring nurses i have ever come across in any hospital,1580,302,NEUTRAL,0.0,1.0
5.0,"Best hospital in Houston. Friendly Staff, nice environment and some of the best doctors. The place is clean and the outpatient building is quite new. Food here is great too.",Houston Methodist Hospital,best hospital in houston friendly staff nice environment and some of the best doctors the place is clean and the outpatient building is quite new food here is great too,173,30,POSITIVE,0.6111471861471862,5.0
4.0,"I agree with below poster, the best hospital food there is!  But, points off for being in a hospital.,My only qualm is that the soups are never vegetarian, and I always want soup.  Instead I have to go to the salad bar (boo hoo) or the dessert bar (woo hoo) or the endless lines of grills, sandwiches, stir fries, etc.,Too many ways to ruin your triple bypass...",Houston Methodist Hospital,i agree with below poster the best hospital food there is but points off for being in a hospital my only qualm is that the soups are never vegetarian and i always want soup instead i have to go to the salad bar boo hoo or the dessert bar woo hoo or the endless lines of grills sandwiches stir fries etc too many ways to ruin your triple bypass,362,69,POSITIVE,0.34375,4.0
2.0,"The selling point of this cafe is the variety. It's OK food for relatively cheap, and if you work late in the med center it's a staple of your diet. ,Soups never seem fresh, sushi isn't really fresh, the hamburgers and grill make what you want on the spot. The cornbread is NEVER fresh, but the deserts are usually good,Recommendations: philidelphia cheesesteak. greasy and tasty",Houston Methodist Hospital,the selling point of this cafe is the variety it s ok food for relatively cheap and if you work late in the med center it s a staple of your diet soups never seem fresh sushi isn t really fresh the hamburgers and grill make what you want on the spot the cornbread is never fresh but the deserts are usually good recommendations philidelphia cheesesteak greasy and tasty,379,69,POSITIVE,0.20625,2.0
5.0,"I was never a patient here, but I came as a New York licensed nurse on an Evidence Based Practice research conference recently and was absolutely amazed.  The facility is gorgeous.  Every single person I met was curtious and professional.  From housekeeping to the top administrators ---everyone made me feel welcome and they were willing to help me find my way around.  Cant wait to come back for another conference...and if I were ever to live in Houston I would definitly apply to work here.",Houston Methodist Hospital,i was never a patient here but i came as a new york licensed nurse on an evidence based practice research conference recently and was absolutely amazed the facility is gorgeous every single person i met was curtious and professional from housekeeping to the top administrators everyone made me feel welcome and they were willing to help me find my way around cant wait to come back for another conference and if i were ever to live in houston i would definitly apply to work here,494,86,POSITIVE,0.2501180637544274,5.0
5.0,"First off this is a review of the cafe.  This is by far the best hospital food I've had.  Their cafe honestly better than Luby's cafe food.  They offer a wide variety of selections from fresh to order sandwiches, a BBQ area, Asian Stir frys, Homestyle cooking meals, Tex-Mex stand, Pasta Bar, Pizza, Sushi, fresh made salads and soup, and a made to order grill.  But what makes this a 5 star is their desserts.  Their desserts are amazing!  The presentation looks like something out of la madeline.  I am willing to make the walk from work to this cafe.",Houston Methodist Hospital,first off this is a review of the cafe this is by far the best hospital food i ve had their cafe honestly better than luby s cafe food they offer a wide variety of selections from fresh to order sandwiches a bbq area asian stir frys homestyle cooking meals tex mex stand pasta bar pizza sushi fresh made salads and soup and a made to order grill but what makes this a star is their desserts their desserts are amazing the presentation looks like something out of la madeline i am willing to make the walk from work to this cafe,553,102,POSITIVE,0.31999999999999995,5.0
4.0,great hospital- but i hate that the parking is so expensive! I prefer riding the train to the hospital when time prevails.,Houston Methodist Hospital,great hospital but i hate that the parking is so expensive i prefer riding the train to the hospital when time prevails,122,22,NEGATIVE,0.16666666666666666,4.0
3.0,At least a 5 hour wait in the ER.... :/,Houston Methodist Willowbrook Hospital,at least a hour wait in the er,39,8,NEGATIVE,0.3,3.0
1.0,"WORST ER EVER!!! I was recently directed by my OB to come here after vomiting for 15+ hours. I arrived at 1 am and by 530 am had still never seen a dr. I was put in a room for 2.5 hours and no one ever came to check on me. I was not clinically dehydrated upon arrival but after 4 hours of continuous vomiting in this ER I was severely dehydrated. I was told by the asian nurse that there was only one dr working the ER. WHAT????? After being in the room for so long my husband finally opened the door to the hallway to see what was going on. We could hear woman gossiping and laughing at the desk. He pushed the button to call for a nurse and the lady from admitting came in the room and asked, literally, ""what do you want?"" Why was she coming in? She is not even medical personnel! My husband asked for the nurse, when she finally showed up she was irritated to be there and very cold and curt. I begged for something to stop the vomiting and she coldly informed me that it was against the law for her to give me anything with out orders from the dr. I asked how much longer the dr would be and she responded that there were still several people in front of me that I would just have to ""deal with it."" I finally began crawling to get out of the bed and told her we would be leaving and going to a different hospital to which she responded that I should do what ever I wanted. When I put my shoes on and began walking out the door she began YELLING that she would call the police if I left with the IV port in my arm. (this was put in but never used, why???) I told her to call the police. She RAN out the door to go call the police. She was clearly more concerned about the port than my welfare. My husband convinced me to let her remove it and she beraded me the entire time. I have never experienced such treatment at a medical facility in all my life. When I reached another emergency room, my pulse was 117 and I was severely dehydrated. I required two bags of fluids and the dr was in shock that I was left so long without care. He explained that dehydration is very serious during pregnancy. I informed my OB about my experience and he said he has had 3 other patients complain about the care given here as well as other physicians. His entire practice no longer refers patients to this hospital. I will continue to warn everyone I know about this horrible facility. By the way, 2 years previously my husband came in to the ER in the middle of the day with complaints of chest pain. He had a heart attack one year before this. He sat in the waiting room for 2 hours before they ever checked his cardiac enzymes. We thought this was an isolated incident. Apparently, it is the norm.",Houston Methodist Willowbrook Hospital,worst er ever i was recently directed by my ob to come here after vomiting for hours i arrived at am and by am had still never seen a dr i was put in a room for hours and no one ever came to check on me i was not clinically dehydrated upon arrival but after hours of continuous vomiting in this er i was severely dehydrated i was told by the asian nurse that there was only one dr working the er what after being in the room for so long my husband finally opened the door to the hallway to see what was going on we could hear woman gossiping and laughing at the desk he pushed the button to call for a nurse and the lady from admitting came in the room and asked literally what do you want why was she coming in she is not even medical personnel my husband asked for the nurse when she finally showed up she was irritated to be there and very cold and curt i begged for something to stop the vomiting and she coldly informed me that it was against the law for her to give me anything with out orders from the dr i asked how much longer the dr would be and she responded that there were still several people in front of me that i would just have to deal with it i finally began crawling to get out of the bed and told her we would be leaving and going to a different hospital to which she responded that i should do what ever i wanted when i put my shoes on and began walking out the door she began yelling that she would call the police if i left with the iv port in my arm this was put in but never used why i told her to call the police she ran out the door to go call the police she was clearly more concerned about the port than my welfare my husband convinced me to let her remove it and she beraded me the entire time i have never experienced such treatment at a medical facility in all my life when i reached another emergency room my pulse was and i was severely dehydrated i required two bags of fluids and the dr was in shock that i was left so long without care he explained that dehydration is very serious during pregnancy i informed my ob about my experience and he said he has had other patients complain about the care given here as well as other physicians his entire practice no longer refers patients to this hospital i will continue to warn everyone i know about this horrible facility by the way years previously my husband came in to the er in the middle of the day with complaints of chest pain he had a heart attack one year before this he sat in the waiting room for hours before they ever checked his cardiac enzymes we thought this was an isolated incident apparently it is the norm,2690,519,NEGATIVE,0.13,1.0
5.0,"I had surgery in feb '11 at this hospital and I give a big thumbs up to the nurses and other staff I dealt with. , I stayed 9 days in the hospital following surgery and although I yearned to be home, the stay was about as pleasant as one could get for a hospital. The rooms are all private and comfortable including a full sized sofa which pulls out to a twin sized bed for overnight stays by family and friends, modern arm chair and side table, flat screen 27"" tv with cable and DVD players, private bathroom, and personalized menu selections for each meal delivered about 20-45 mins after ordering.  The hospital also provides free wifi which was highly utilized during my stay.,My room also had a huge knee to ceiling window with a nice view of 249 which made my room seem more like a hotel suite. , Again the staff and the nurses were very pleasant and such a joy to be around.  They all seemed to enjoy their jobs and aimed to please the patients.  I still remember my nurses names who I enjoyed the most; Shasha, Alyssa, and Mary Ann.",Houston Methodist Willowbrook Hospital,i had surgery in feb at this hospital and i give a big thumbs up to the nurses and other staff i dealt with i stayed days in the hospital following surgery and although i yearned to be home the stay was about as pleasant as one could get for a hospital the rooms are all private and comfortable including a full sized sofa which pulls out to a twin sized bed for overnight stays by family and friends modern arm chair and side table flat screen tv with cable and dvd players private bathroom and personalized menu selections for each meal delivered about mins after ordering the hospital also provides free wifi which was highly utilized during my stay my room also had a huge knee to ceiling window with a nice view of which made my room seem more like a hotel suite again the staff and the nurses were very pleasant and such a joy to be around they all seemed to enjoy their jobs and aimed to please the patients i still remember my nurses names who i enjoyed the most shasha alyssa and mary ann,1040,190,POSITIVE,0.32126984126984126,5.0
3.0,"I went to St. John for an outpatient surgical procedure.  I found the registration process to be simple and quick and the nursing staff to be friendly and helpful.  The facility seemed clean and in good repair.  Bright lighting and decor in the lobby and waiting room was a nice change from some other hospitals I have been in.,My procedure went well and recovery was quick.  The friendliness of the nurses in the outpatient surgery unit helped to make me feel comfortable.",Houston Methodist St John Hospital,i went to st john for an outpatient surgical procedure i found the registration process to be simple and quick and the nursing staff to be friendly and helpful the facility seemed clean and in good repair bright lighting and decor in the lobby and waiting room was a nice change from some other hospitals i have been in my procedure went well and recovery was quick the friendliness of the nurses in the outpatient surgery unit helped to make me feel comfortable,473,83,POSITIVE,0.36833333333333335,3.0
5.0,Very professional. The MRI department does a great job.,Houston Methodist St John Hospital,very professional the mri department does a great job,55,9,POSITIVE,0.465,5.0
1.0,"I was born at TMH in the med center 46 yrs ago and have been a patient there more times than I can count.  So when we moved to Clear Lake I assumed Methodist/St John's would be a good hospital.  ,I was wrong!  I had one of the worst ER experiences today.  No need for details.  Worst male  triage nurse I have ever met in my life.... After being a rude condescending unprofessional and a complete jerk to me in the triage.... he must have found my husbands pain funny because I overheard him laughing about my husband to the doc as the other nurse showed us to our room.,I will say our RN Amanda was fantastic'",Houston Methodist St John Hospital,i was born at tmh in the med center yrs ago and have been a patient there more times than i can count so when we moved to clear lake i assumed methodist st john s would be a good hospital i was wrong i had one of the worst er experiences today no need for details worst male triage nurse i have ever met in my life after being a rude condescending unprofessional and a complete jerk to me in the triage he must have found my husbands pain funny because i overheard him laughing about my husband to the doc as the other nurse showed us to our room i will say our rn amanda was fantastic,610,119,NEGATIVE,0.075,1.0
3.0,"i went to the ER on a wednesday around 8 pm after falling 10 feet while bouldering and injuring my arm. my friend pulled up to the front door to walk me in and an off-duty nurse who was clearly heading home from her shift told us we needed to enter through the ER which was on the opposite side of the hospital. i was in a lot of pain so she offered to wheel me there--a 10/15 min walk. she spoke to me and kept me calm the entire time and was just wonderful. thank you, Laura!,the ER was empty except for 2 others. i went right up to the registrar which was kind of an awkward experience bc she's asking for all this info while i'm crying in pain. plus she asked me what my social security number was and there were other ppl well within hearing distance so that made me uncomfortable to have to recite it out loud. i didnt have my wallet with me though so it was kind of them to admit me immediately despite no insurance card or id.,i ended up waiting over an hour until i got some pain medicine for a broken arm. nurses and X-ray techs came in and out throughout that hour but they kept telling me the meds were coming, the meds were coming. when the shot of morphine didnt help, i had to wait another hour until they gave me an iv drip--the entire hour before, i was telling them i was still in a lot of pain. also the payment collector person came in even before i got either of those medications, so it was just frustrating to be told i needed to pay $500 upfront and i hadn't had any sort of treatment yet/no one had seen me.,overall, the entire ordeal took over 5 hrs, which is to be expected at the ER i guess. i didnt mind being there for 5 hours, i just think timeliness and the order in which things happened could have been better. the staff was fine though, nice in their exchanges and informative. the X-ray techs---mike, levi, and carlos---were very accommodating as i had trouble shifting to the X-ray table so they offered to take the images from my hospital bed.",Houston Methodist Willowbrook Hospital,i went to the er on a wednesday around pm after falling feet while bouldering and injuring my arm my friend pulled up to the front door to walk me in and an off duty nurse who was clearly heading home from her shift told us we needed to enter through the er which was on the opposite side of the hospital i was in a lot of pain so she offered to wheel me there a min walk she spoke to me and kept me calm the entire time and was just wonderful thank you laura the er was empty except for others i went right up to the registrar which was kind of an awkward experience bc she s asking for all this info while i m crying in pain plus she asked me what my social security number was and there were other ppl well within hearing distance so that made me uncomfortable to have to recite it out loud i didnt have my wallet with me though so it was kind of them to admit me immediately despite no insurance card or id i ended up waiting over an hour until i got some pain medicine for a broken arm nurses and x ray techs came in and out throughout that hour but they kept telling me the meds were coming the meds were coming when the shot of morphine didnt help i had to wait another hour until they gave me an iv drip the entire hour before i was telling them i was still in a lot of pain also the payment collector person came in even before i got either of those medications so it was just frustrating to be told i needed to pay upfront and i hadn t had any sort of treatment yet no one had seen me overall the entire ordeal took over hrs which is to be expected at the er i guess i didnt mind being there for hours i just think timeliness and the order in which things happened could have been better the staff was fine though nice in their exchanges and informative the x ray techs mike levi and carlos were very accommodating as i had trouble shifting to the x ray table so they offered to take the images from my hospital bed,1981,390,POSITIVE,0.08118131868131867,3.0
5.0,"I'm not writing as a patient, but as a guest I give the place five stars. Every single one of my relative's nurses and attendants has been fantastic. They are friendly and they never rushed the patient. They also treated her with the dignity and respect that she needed when she was in a vulnerable state.,Every employee that I encountered had exactly the right attitude and was sympathetic towards guests and patients. The first person i talked to walked me to where I was going when I asked for directions,  even though that probably wasn't part of his regular duties.,One other thing-- the cafeteria/food court is five stars for variety, food quality and pricing.",Houston Methodist Hospital,i m not writing as a patient but as a guest i give the place five stars every single one of my relative s nurses and attendants has been fantastic they are friendly and they never rushed the patient they also treated her with the dignity and respect that she needed when she was in a vulnerable state every employee that i encountered had exactly the right attitude and was sympathetic towards guests and patients the first person i talked to walked me to where i was going when i asked for directions even though that probably wasn t part of his regular duties one other thing the cafeteria food court is five stars for variety food quality and pricing,666,120,POSITIVE,0.12402597402597403,5.0
5.0,"Largest and greatest variety of cuisines I've ever seen in a hospital. Shouldn't be surprised considering TMH's size. ,Great food; try the salmon as it's ALWAYS on point! ,Some of the valet guys, eh hit or miss. Some nice, others in DESPERATE need of some customer service training.",Houston Methodist Hospital,largest and greatest variety of cuisines i ve ever seen in a hospital shouldn t be surprised considering tmh s size great food try the salmon as it s always on point some of the valet guys eh hit or miss some nice others in desperate need of some customer service training,282,52,POSITIVE,0.38,5.0
4.0,"I'm fairly familiar with The Methodist Hospital.  My grandmother was a patient in the early 90's, I worked across the street in Scurlock Tower for a few summers in my high school days, and most recently my mom was a patient.,It seems that the hospital is aware that not everyone is there for happy times, like childbirth, and great care is taken to allow people to be at peace.  There are places for people to pray and worship regardless of their religion, and there is a beautiful garden where people can meditate or just be alone.  I was able to stay overnight in my mom's room with her on a pull-out chair that laid flat and wasn't as uncomfortable as I anticipated, and the nurses gave me linens and pillows.  Additionally, the cafeteria has good food and it's not overpriced.  I realize people don't hang out at hospitals for the food, but when you're there for an extended period of time, it's good to know you don't have to venture far away from your ill loved one just to grab a bite to eat.,However, I had two frustrations: the length of time it took to get my mom from recovery to an actual room, and the length of her bed in her room.  Since check-out is at 11am every day, you'd think the empty rooms would be cleaned and prepped by 4:30pm when my mom was technically finished with the recovery phase of her surgery.  Nope - three hours later, she was finally wheeled into a room.  Every time the nurse in the recovery room called to the nurse's station on the patient floor, they said it wasn't ready yet.  Also, my mom is 5'9"" and the bed seemed to be meant for the pediatric unit.  She had to crumple up her legs in order to fit them in the bed, but she wasn't able to turn onto her side to sleep.  Eventually, (five hours after the first request with several other requests in the meantime) she was given a bed extension so she could lay down like normal.,Overall, I think The Methodist Hospital is great, and should I find myself in Houston in need of medical attention, it would be at the top of my list for places to go if I had the choice.",Houston Methodist Hospital,i m fairly familiar with the methodist hospital my grandmother was a patient in the early s i worked across the street in scurlock tower for a few summers in my high school days and most recently my mom was a patient it seems that the hospital is aware that not everyone is there for happy times like childbirth and great care is taken to allow people to be at peace there are places for people to pray and worship regardless of their religion and there is a beautiful garden where people can meditate or just be alone i was able to stay overnight in my mom s room with her on a pull out chair that laid flat and wasn t as uncomfortable as i anticipated and the nurses gave me linens and pillows additionally the cafeteria has good food and it s not overpriced i realize people don t hang out at hospitals for the food but when you re there for an extended period of time it s good to know you don t have to venture far away from your ill loved one just to grab a bite to eat however i had two frustrations the length of time it took to get my mom from recovery to an actual room and the length of her bed in her room since check out is at am every day you d think the empty rooms would be cleaned and prepped by pm when my mom was technically finished with the recovery phase of her surgery nope three hours later she was finally wheeled into a room every time the nurse in the recovery room called to the nurse s station on the patient floor they said it wasn t ready yet also my mom is and the bed seemed to be meant for the pediatric unit she had to crumple up her legs in order to fit them in the bed but she wasn t able to turn onto her side to sleep eventually five hours after the first request with several other requests in the meantime she was given a bed extension so she could lay down like normal overall i think the methodist hospital is great and should i find myself in houston in need of medical attention it would be at the top of my list for places to go if i had the choice,2059,401,POSITIVE,0.22084126984126984,4.0
5.0,"After spending more than 84 days in this place I think I have a pretty good feel for the place.  The staff here is amazing, everyone from transportation to housekeeping were always so nice to me.  The nurses and doctors were amazing, and they  saved my life.  ,I found the hospital easy to navigate, friendly staff members everywhere and after you do it once or twice parking is really easy.",Houston Methodist Hospital,after spending more than days in this place i think i have a pretty good feel for the place the staff here is amazing everyone from transportation to housekeeping were always so nice to me the nurses and doctors were amazing and they saved my life i found the hospital easy to navigate friendly staff members everywhere and after you do it once or twice parking is really easy,391,69,POSITIVE,0.4990740740740741,5.0
5.0,"This is mostly a review of the cafeteria, but this really IS ""as good as it gets"" for hospital food.  I haven't had a single thing I didn't like.  You really can't go wrong.  Their desserts look fabulous too.  Everyone raves about their bread pudding.  They are busiest from 11-1, but the checkout lines move fast.,On to the hospital...  Fortunately for me, I've never had to be an inpatient at a hospital. *Knock on wood.* But if you have to go to the hospital, you can't go wrong with Methodist.  They are awesome.  I'm a student nurse here, and it beats the other hospital I was at last semester, which shall remained unnamed.  You will encounter the occasional person who probably should not be in that profession, but that happens everywhere.  Don't let that keep you from coming here.",Houston Methodist Hospital,this is mostly a review of the cafeteria but this really is as good as it gets for hospital food i haven t had a single thing i didn t like you really can t go wrong their desserts look fabulous too everyone raves about their bread pudding they are busiest from but the checkout lines move fast on to the hospital fortunately for me i ve never had to be an inpatient at a hospital knock on wood but if you have to go to the hospital you can t go wrong with methodist they are awesome i m a student nurse here and it beats the other hospital i was at last semester which shall remained unnamed you will encounter the occasional person who probably should not be in that profession but that happens everywhere don t let that keep you from coming here,790,146,POSITIVE,0.16950549450549451,5.0
4.0,"Thanks GOD I have never actually had to visit as a patient...not to say that they don't have some of the best doctors in the world working here, because they do. But I have been fortunate enough to enjoy good health. ,I visit Methodist because the GREATEST neurologist works here...and I get the pleasure of picking her up from work every now and then!!!,With that said, Houston is the best place in the world to get sick!!!",Houston Methodist Hospital,thanks god i have never actually had to visit as a patient not to say that they don t have some of the best doctors in the world working here because they do but i have been fortunate enough to enjoy good health i visit methodist because the greatest neurologist works here and i get the pleasure of picking her up from work every now and then with that said houston is the best place in the world to get sick,424,81,POSITIVE,0.3985714285714286,4.0
5.0,"Came in with my Mom due to her having back pain. Staff has been fantastic, even though I am not the patient My Mom's nurse brought me a warm blanket (fresh from the drier) and everyone has been respectful and kind.",Houston Methodist Hospital,came in with my mom due to her having back pain staff has been fantastic even though i am not the patient my mom s nurse brought me a warm blanket fresh from the drier and everyone has been respectful and kind,214,42,POSITIVE,0.325,5.0
5.0,Methodist hospital is a wonderful hospital..If you have to be in the hospital no place better. The staff and the doctors are the best. It is a beautiful hospital very serene setting in the lobby. They tend to your every need. Very friendly staff on all levels.I wish everyone reading this good health but if you have to go to the hospital you will feel very taken care of here.,Houston Methodist Hospital,methodist hospital is a wonderful hospital if you have to be in the hospital no place better the staff and the doctors are the best it is a beautiful hospital very serene setting in the lobby they tend to your every need very friendly staff on all levels i wish everyone reading this good health but if you have to go to the hospital you will feel very taken care of here,377,72,POSITIVE,0.6171875000000001,5.0
5.0,"Great hospital with a great staff. The MarketPlace Cafe (their cafeteria) is pretty amazing considering it's hospital food. I would by no means come here specifically for food but if you work here, then you don't have it so rough. With a make-your-own-salad bar, a plethora of mini desserts (MY KRYPTONITE), and a pretty good home cooking station, there's something for almost everyone. I also respect that the cafeteria makes brown rice sushi, that there's a Starbucks in the lobby, that it has a Mariott Hotel, and that they have a volunteer who plays the piano beautifully for people in the lobby. It's been on quite a few lists for best oncology, pediatrics, cancer treatments, and many more. ,Overall, a great hospital.",Houston Methodist Hospital,great hospital with a great staff the marketplace cafe their cafeteria is pretty amazing considering it s hospital food i would by no means come here specifically for food but if you work here then you don t have it so rough with a make your own salad bar a plethora of mini desserts my kryptonite and a pretty good home cooking station there s something for almost everyone i also respect that the cafeteria makes brown rice sushi that there s a starbucks in the lobby that it has a mariott hotel and that they have a volunteer who plays the piano beautifully for people in the lobby it s been on quite a few lists for best oncology pediatrics cancer treatments and many more overall a great hospital,724,130,POSITIVE,0.49,5.0
5.0,"The staff is very helpful, alert, and happy.  I'm very confident knowing  Methodist Willowbrook is the hospital closest to our home.  Having first hand experience with the ER I'm happy to say we were quickly attended to.  Granted, it was heart issues, but they acted professionally and quickly.  I can't say enough good about this facilty.  The communicaiton between staff is exceptional.  It is a customer service centered facility.,Only negative needing improvement is security at night , it's not that comforting nor visible.  I think there could be more night security both in the parking lot and common areas.    Hopefully security camera's are in place and working.  If you leave the building at night the only way you can get back in the building is via the ER entrance.",Houston Methodist Willowbrook Hospital,the staff is very helpful alert and happy i m very confident knowing methodist willowbrook is the hospital closest to our home having first hand experience with the er i m happy to say we were quickly attended to granted it was heart issues but they acted professionally and quickly i can t say enough good about this facilty the communicaiton between staff is exceptional it is a customer service centered facility only negative needing improvement is security at night it s not that comforting nor visible i think there could be more night security both in the parking lot and common areas hopefully security camera s are in place and working if you leave the building at night the only way you can get back in the building is via the er entrance,777,134,POSITIVE,0.2784313725490197,5.0
4.0,"The Methodist Hospital Cafeteria is very good! There are lots of options from Asian stir fry (with spring rolls and egg rolls), grill station (burgers and fries), salad bar, pizza, pastries, desserts, and more! It's a wonderful selection for hospital food... but don't be fooled, it is still hospital food!!  ,Today I had some fried rice and it was gross.  It had been soaked too long and the rice was all mushy. The egg rolls are ok. The chicken sandwich was ok and cheap! The fries were not worth getting.,The soda machine was down, so you had to purchase bottled soda or tea.,It's good as far as hospital food goes. It's just not 5 stars compared to food outside of the hospital.",Houston Methodist Hospital,the methodist hospital cafeteria is very good there are lots of options from asian stir fry with spring rolls and egg rolls grill station burgers and fries salad bar pizza pastries desserts and more it s a wonderful selection for hospital food but don t be fooled it is still hospital food today i had some fried rice and it was gross it had been soaked too long and the rice was all mushy the egg rolls are ok the chicken sandwich was ok and cheap the fries were not worth getting the soda machine was down so you had to purchase bottled soda or tea it s good as far as hospital food goes it s just not stars compared to food outside of the hospital,682,127,POSITIVE,0.24362962962962967,4.0
5.0,Beautiful and clean hospital. My sister had all 3 of her kids here and I had mine at the Willowbrook location. Methodist hospital is the best hospital in Houston.,Houston Methodist Hospital,beautiful and clean hospital my sister had all of her kids here and i had mine at the willowbrook location methodist hospital is the best hospital in houston,162,28,POSITIVE,0.7388888888888889,5.0
4.0,"Two scary experiences had led me to the Methodist Hospital. ,My 1st was for endoscopic thoracic surgery, where the surgeons work closely on my spine...to me that was nerve-wracking. And actually, the doctors were really working on my nerves, literally. I have hyperhidrosis, an overactive nervous system where my hands, feet, and armpits would excessively sweat. Thanks to the wonderful Dr. Garza and his special team, my hands and armpits are no longer embarrassing me (as for my feet, well that's another story and perhaps another surgery another day)!  To sum it all up in simple terms, the doctor removed the ganglion nerves from my spine between thoracic bones T3 and T4 and replaced the nerves with tubes. And voilà presto!!!....sweat be-gone!,My 2nd experience wasn't so great. I had a really bad and very rare reaction to some medication I was taking, which led me to my 7-day stay at this hospital.  I had to deal with a large team of various doctors: dermatologist, endocrinologist, oncologist, internal medicine, cardiologist, etc. Nobody knew how to deal with me or my symptoms. When I was in the bathroom, I had suddenly turned dark purple all over. My mother panicked and pulled the emergency cord. Nobody came! She pulled it 2 more times and still no attention from staff!!! She ran out to get help. I was soon given morphine and felt really good after that! ;) To make a long story short, I was given special skin cream and strong steroids and the problem went away on its own after months of waiting on the meds to flush out of my system.,The only positive thing from that horrific experience was meeting a great oncologist, Dr. Foote. He's funny, patient, caring, and knowledgeable. The other doctors weren't so patient with me and weren't so friendly to this suffering patient.,The meals served (and even the choices available) each day were actually okay for hospital food.  Also, the cafeteria food was tasty too. My mother kept telling me how much she loved the burgers from the cafeteria and would often get them during her visits.",Houston Methodist Hospital,two scary experiences had led me to the methodist hospital my st was for endoscopic thoracic surgery where the surgeons work closely on my spine to me that was nerve wracking and actually the doctors were really working on my nerves literally i have hyperhidrosis an overactive nervous system where my hands feet and armpits would excessively sweat thanks to the wonderful dr garza and his special team my hands and armpits are no longer embarrassing me as for my feet well that s another story and perhaps another surgery another day to sum it all up in simple terms the doctor removed the ganglion nerves from my spine between thoracic bones t and t and replaced the nerves with tubes and voil presto sweat be gone my nd experience wasn t so great i had a really bad and very rare reaction to some medication i was taking which led me to my day stay at this hospital i had to deal with a large team of various doctors dermatologist endocrinologist oncologist internal medicine cardiologist etc nobody knew how to deal with me or my symptoms when i was in the bathroom i had suddenly turned dark purple all over my mother panicked and pulled the emergency cord nobody came she pulled it more times and still no attention from staff she ran out to get help i was soon given morphine and felt really good after that to make a long story short i was given special skin cream and strong steroids and the problem went away on its own after months of waiting on the meds to flush out of my system the only positive thing from that horrific experience was meeting a great oncologist dr foote he s funny patient caring and knowledgeable the other doctors weren t so patient with me and weren t so friendly to this suffering patient the meals served and even the choices available each day were actually okay for hospital food also the cafeteria food was tasty too my mother kept telling me how much she loved the burgers from the cafeteria and would often get them during her visits,2054,360,POSITIVE,0.1890934555640438,4.0
